reference,name,site-addre,hectares,ownership-,planning_2,water_risk,soil_risk,slope_risk,total_risk
S/LAN/088,S/LAN/088,8 Eccles Old Road Salford M6 7AF,0.03,not-owned-by-a-public-authority,permissioned,0.7319283988830063,0.5833333333333334,0.8516630666765285,0.7223082662976227
S/LAN/089,S/LAN/089,"10 Eccles Old Road, Salford M6 7AF",0.03,not-owned-by-a-public-authority,permissioned,0.7311457427269583,0.5833333333333334,0.8570087874778977,0.7238292878460632
S/LAN/090,S/LAN/090,"178 Langworthy Road, Salford, M6 5PP",0.04,not-owned-by-a-public-authority,permissioned,0.6926157277071144,0.5833333333333334,0.9376678374825489,0.7378722995076655
S/ORD/032,S/ORD/032,"Former Colgate-Palmolive Factory , Ordsall Lane, Salford",3.56,not-owned-by-a-public-authority,permissioned,0.9513069348886931,0.5833333333333334,0.7661860074603946,0.7669420918941402
S/ORD/130a,S/ORD/130a,"Land Bounded By Cleminson St To North, New Bailey St To East, River Irwell To South-east, Trinity Way And North Star Drive To South And Adelphi St To West",0.8,not-owned-by-a-public-authority,permissioned,0.9372968786721716,0.5833333333333334,0.9133444783691999,0.8113248967915682
S/ORD/145,S/ORD/145,"Brookland House, 3-5 Vere Street, Salford, M50 2GQ",0.2,not-owned-by-a-public-authority,permissioned,0.842653446746281,0.5833333333333334,0.9199852684131531,0.7819906828309224
S/ORD/146,S/ORD/146,145 Eccles New Road Salford M5 4QQ,0.02,not-owned-by-a-public-authority,permissioned,0.8532605175943099,0.5833333333333334,0.9136897032667776,0.7834278513981402
S/ORD/148,S/ORD/148,"15 - 17 Oldfield Road, Salford, M5 4NE",0.02,not-owned-by-a-public-authority,permissioned,0.8944781131135776,0.75,0.8351775990872536,0.8265519040669437
S/SSO/060,S/SSO/060,"Ground Floor, 109 - 111 Partington Lane, Swinton, M27 0NS",0.02,not-owned-by-a-public-authority,permissioned,0.6589183574992069,0.5833333333333334,0.8927587134422769,0.7116701347582723
S/SSO/062,S/SSO/062,"Sakhi House, Bridge Street, Swinton, M27 4DN",0.06,not-owned-by-a-public-authority,permissioned,0.6211904027290023,0.5833333333333334,0.9474400287448795,0.7173212549357384
S/WIN/038,S/WIN/038,"13 Parrin Lane, Eccles, M30 8AY",0.01,not-owned-by-a-public-authority,permissioned,0.9688118692662099,0.5833333333333334,0.9485252366667345,0.8335568130887593
S/WOR/062,S/WOR/062,"Ryecroft Aviary Road, Worsley, M28 2WF",0.53,not-owned-by-a-public-authority,permissioned,0.9442729583468831,0.5833333333333334,0.9015063651182795,0.809704218932832
S/WOR/065,S/WOR/065,"144 Chatsworth Road, Swinton, M28 2NT",0.26,not-owned-by-a-public-authority,permissioned,0.8393719652310564,0.7347576211894051,0.9572269428849066,0.843785509768456
S/WOR/072,S/WOR/072,"3 Woodlands Close, Worsley, M28 2JP",0.16,not-owned-by-a-public-authority,permissioned,0.8829377012127013,0.75,0.882028059802086,0.8383219203382625
S/WSE/049,S/WSE/049,"176 Weaste Lane, Salford, M5 5JL",0.01,not-owned-by-a-public-authority,permissioned,0.8201598463052955,0.5833333333333334,0.9272273579477645,0.7769068458621312
S/WSE/050,S/WSE/050,"Land between Weaste Hotel and 14 Hebden Avenue, Salford",0.12,not-owned-by-a-public-authority,permissioned,0.8193092790360011,0.5833333333333334,0.8897756655416088,0.7641394259703144
S/WSO/046,S/WSO/046,"2 Hurstfield Road, Worsley, M28 7UJ",0.09,not-owned-by-a-public-authority,permissioned,0.7696942902198942,0.5833333333333334,0.9393060619862202,0.7641112285131494
H/BEL/016,H/BEL/016,"63 Leigh Road, Worsley, M28 1LG",0.02,not-owned-by-a-public-authority,permissioned,0.8361547934659929,0.5833333333333334,0.87385425751652,0.7644474614386154
H/BEL/030,H/BEL/030,Site Of New Dwelling 248 Leigh Road,0.15,not-owned-by-a-public-authority,permissioned,0.7813744482507302,0.5833333333333334,0.8024562882920674,0.7223880232920438
H/BRO/016,H/BRO/016,"12 Grassfield Avenue, Salford, M7 1HW",0.03,not-owned-by-a-public-authority,permissioned,0.9761581703692741,0.5833333333333334,0.8856092336510968,0.8150335791179014
H/BRO/026,H/BRO/026,458-460 Lower Broughton Road Salford M7 2FG,0.02,not-owned-by-a-public-authority,permissioned,0.9302796493553162,0.5833333333333334,0.9240115437623281,0.8125415088169925
H/BRO/027,H/BRO/027,98 Devonshire Street Salford M7 4AE,0.01,not-owned-by-a-public-authority,permissioned,0.8249061683621103,0.5833333333333334,0.9183462882156993,0.7755285966370477
H/BTR/025,H/BTR/025,Land Bound By Greengate And Trinity Way And Collier Street And Intersected By Boond Street And Caygill Street M3 7BN,0.6,not-owned-by-a-public-authority,permissioned,0.9628348619519413,0.5833333333333334,0.9056287932049671,0.8172656628300806
H/BWI/022,H/BWI/022,"7 Edison Road, Eccles, M30 7AW",0.03,not-owned-by-a-public-authority,permissioned,0.9667770834563447,0.75,0.9562432904032415,0.8910067912865287
H/BWI/024,H/BWI/024,325 Liverpool Road Eccles M30 8GF,0.01,not-owned-by-a-public-authority,permissioned,0.8900447804803535,0.5991411501120238,0.960379117019634,0.8165216825373371
H/BWI/035,H/BWI/035,"Waterside, 1 Parrin Lane, Eccles, M30 8AN",0.02,not-owned-by-a-public-authority,permissioned,0.9442108786165153,0.5833333333333334,0.960207976239047,0.8292507293962985
H/BWI/038,H/BWI/038,"Moat Hall Sports Centre Eccles Arl FC , Hallsworth Road, Eccles, M30 7LS",0.8,not-owned-by-a-public-authority,permissioned,0.9786418079425455,0.5835845265008793,0.9460251952046647,0.8360838432160298
H/BWI/039,H/BWI/039,327 Liverpool Road Eccles M30 8GF,0.01,not-owned-by-a-public-authority,permissioned,0.8896291155752114,0.5893574297188755,0.9631870070076541,0.814057850767247
H/BWI/040,H/BWI/040,115 New Lane Eccles M30 7JW,0.01,not-owned-by-a-public-authority,permissioned,0.8861545931906335,0.5833333333333334,0.9273009324190252,0.7989296196476641
H/CLA/004,H/CLA/004,Managers Accommodation Barrfield Club 91 Bolton Road Salford M6 7EH,0.04,not-owned-by-a-public-authority,permissioned,0.7233174092518735,0.5833333333333334,0.9433669391925015,0.7500058939259029
H/CLA/009,H/CLA/009,"Tropical Sun Tanning Centre, 2 Bank Lane, Pendlebury, Salford, M6 7LP",0.12,not-owned-by-a-public-authority,permissioned,0.7050745084116081,0.5833333333333334,0.8931812289235072,0.7271963568894829
H/CLA/010,H/CLA/010,208 Eccles Old Road Salford M6 8AL,0.11,not-owned-by-a-public-authority,permissioned,0.8163904233084829,0.5833333333333334,0.9279363622815134,0.7758867063077766
H/CLI/048,H/CLI/048,Moss Side Farm Moss Lane Glazebrook Irlam WA3 5PS,0.21,not-owned-by-a-public-authority,permissioned,0.8469191583110317,0.75,0.9326541322202129,0.8431910968437482
H/CLI/050,H/CLI/050,Land Adjacent To 85 Fir Street Cadishead M44 5AR,0.01,not-owned-by-a-public-authority,permissioned,0.8953218055310865,0.7377835951134379,0.9628022028269118,0.8653025344904788
H/CLI/052,H/CLI/052,82 Liverpool Road Cadishead M44 5AN,0.01,not-owned-by-a-public-authority,permissioned,0.8678066653677465,0.75,0.93359467982337,0.8504671150637054
H/ECC/017,H/ECC/017,"2 Church Street, Eccles, M30 0DF",0.31,not-owned-by-a-public-authority,permissioned,0.9151336738510661,0.75,0.8975941911863848,0.8542426216791502
H/ECC/020,H/ECC/020,"6 - 8 Bindloss Avenue, Eccles, M30 0DU",0.09,not-owned-by-a-public-authority,permissioned,0.854170103531493,0.75,0.9235660742981829,0.8425787259432252
H/ECC/024,H/ECC/024,"88-90 Liverpool Road, Eccles, M30 0WZ",0.02,not-owned-by-a-public-authority,permissioned,0.8671344482483643,0.75,0.9138741792001804,0.8436695424828482
H/ECC/031,H/ECC/031,"Continental Pizza, 118 Church Street, Eccles, M30 0LS",0.01,not-owned-by-a-public-authority,permissioned,0.921704825627275,0.75,0.9605552158694928,0.877420013832256
H/ECC/035,H/ECC/035,First Floor 222 Monton Road Eccles M30 9LJ,0.01,not-owned-by-a-public-authority,permissioned,0.9515701937479674,0.5833333333333334,0.9452053849792728,0.8267029706868577
H/ECC/036,H/ECC/036,61 Victoria Crescent Eccles M30 9AN,0.03,not-owned-by-a-public-authority,permissioned,0.8099823736624485,0.75,0.9722172147974888,0.8440665294866457
H/ECC/040,H/ECC/040,25 Church Street Eccles M30 0BJ,0.01,not-owned-by-a-public-authority,permissioned,0.9352307454558298,0.75,0.9039756272914534,0.863068790915761
H/ECC/042,H/ECC/042,63 Regent Street Eccles M30 0BP,0.01,not-owned-by-a-public-authority,permissioned,0.953471086565598,0.75,0.8706012406131781,0.858024109059592
H/HIP/006,H/HIP/006,23 Clifford Street Eccles M30 7HR,0.03,not-owned-by-a-public-authority,permissioned,0.9076500422136065,0.5833333333333334,0.9775011557250115,0.8228281770906504
H/HIP/008,H/HIP/008,The Unicorn 539 Liverpool Road Eccles M30 7BY,0.32,not-owned-by-a-public-authority,permissioned,0.9250656398954277,0.5833333333333334,0.9530303615667112,0.820476444931824
H/HIP/021,H/HIP/021,"Oxcheek Farm, Cutnook Lane, Irlam ,M44 5NA",0.17,not-owned-by-a-public-authority,permissioned,0.7421109042641721,0.6644851657940662,0.9455483237651254,0.7840481312744546
H/HIP/031,H/HIP/031,453 - 455 Liverpool Road Eccles M30 7HY,0.1,not-owned-by-a-public-authority,permissioned,0.8925960143207716,0.5833333333333334,0.9393834248306054,0.8051042574949033
H/KBP/020,H/KBP/020,"9 Nevile Road, Salford, M7 3PS",0.02,not-owned-by-a-public-authority,permissioned,0.8463970649410497,0.5833333333333334,0.8436298836295967,0.7577867606346599
H/KBP/026,H/KBP/026,47 Singleton Road Salford M7 4NA,0.11,not-owned-by-a-public-authority,permissioned,0.7768513986322448,0.5833333333333334,0.916676897861499,0.7589538766090257
H/KBP/028,H/KBP/028,Glover Court Leicester Avenue Salford M7 4HA,0.12,not-owned-by-a-public-authority,permissioned,0.7742583046238106,0.5833333333333334,0.9580127794186698,0.7718681391252713
H/KBP/033,H/KBP/033,294 - 296 Littleton Road Salford M7 3QG,0.02,not-owned-by-a-public-authority,permissioned,0.9541853217406309,0.5833333333333334,0.7420086053092455,0.7598424201277366
H/KBP/034,H/KBP/034,53 Broom Lane Salford M7 4FF,0.04,not-owned-by-a-public-authority,permissioned,0.8354043192619354,0.5833333333333334,0.8756075899837902,0.764781747526353
H/LHU/038,H/LHU/038,Former Greenheys Youth Centre Highfield Road Little Hulton M38 9SR,0.29,owned-by-a-public-authority,permissioned,0.4786903833374126,0.7496232102486813,0.973111402343458,0.7338083319765173
H/LHU/040,H/LHU/040,52 Kenyon Way Little Hulton Worsley M38 0FW,0.02,not-owned-by-a-public-authority,permissioned,0.6692542658494971,0.5833333333333334,0.9078713848449735,0.7201529946759347
H/LHU/041,H/LHU/041,35 Thornfield Crescent Little Hulton Worsley M38 9RF,0.02,not-owned-by-a-public-authority,permissioned,0.45330282324788085,0.5833333333333334,0.9544718607996353,0.6637026724602832
H/LHU/042,H/LHU/042,2 Briar Hill Avenue Little Hulton Worsley M38 0DD,0.02,not-owned-by-a-public-authority,permissioned,0.6063090985921742,0.5833333333333334,0.906922601946801,0.6988550112907695
H/ORD/003,H/ORD/003,32 Crescent Salford M5 4PF,0.01,not-owned-by-a-public-authority,permissioned,0.8632337530216071,0.5833333333333334,0.8769469475045494,0.7745046779531632
H/ORD/004,H/ORD/004,Middlewood Locks - phase 3,0.98,not-owned-by-a-public-authority,permissioned,0.9496375135521256,0.75,0.9117731765435848,0.8704702300319035
H/ORD/024,H/ORD/024,"Islington Mill, James Street, Salford, M3 5HW",0.1,not-owned-by-a-public-authority,permissioned,0.9331419711271591,0.75,0.8353685560203762,0.8395035090491785
H/ORD/027,H/ORD/027,Balmoral And Sandringham House Windsor Street Salford M5 4DG,0.41,not-owned-by-a-public-authority,permissioned,0.8372730467205841,0.5833333333333334,0.909209417945657,0.7766052659998581
H/PBC/024,H/PBC/024,Lionsgate House Lynton Road Swinton M27 6HD,0.04,not-owned-by-a-public-authority,permissioned,0.6481222522386371,0.5833333333333334,0.9422582746215307,0.724571286731167
H/PBC/026,H/PBC/026,588 - 590 Bolton Road Pendlebury Swinton M27 4ET,0.02,not-owned-by-a-public-authority,permissioned,0.7318700426583599,0.75,0.9024575056978755,0.7947758494520785
H/PBC/028,H/PBC/028,Royal Oak 536 Bolton Road Pendlebury Swinton M27 4DL,0.07,not-owned-by-a-public-authority,permissioned,0.7146370117674111,0.5833333333333334,0.9612560933024842,0.7530754794677429
H/PTC/016,H/PTC/016,"Waterside Village, Gemini Road, Salford, M6 6HB",1.66,not-owned-by-a-public-authority,permissioned,0.8471283532941173,0.5833333333333334,0.921361071483508,0.7839409193703196
H/PTC/017,H/PTC/017,"180 Cromwell Road, Salford, M6 6DE",0.01,not-owned-by-a-public-authority,permissioned,0.9016408470778593,0.5833333333333334,0.9161094161612092,0.8003611988574674
H/PTC/021,H/PTC/021,Land Off Langley Road (Previously Saw Mill) Langley Road Salford M6 6JP,0.38,not-owned-by-a-public-authority,permissioned,0.9205495384976359,0.5833333333333334,0.8496016030347171,0.7844948249552287
H/PTC/031,H/PTC/031,1 Sycamore Court Paddington Close Salford M6 5FR,0.01,not-owned-by-a-public-authority,permissioned,0.6807521752541249,0.5833333333333334,0.9320347335703998,0.732040080719286
H/PTC/032,H/PTC/032,1 Mulberry Court Mulberry Road Salford,0.01,not-owned-by-a-public-authority,permissioned,0.6780227405737671,0.5833333333333334,0.9056220240523781,0.7223260326531595
H/PTC/035,H/PTC/035,Diamond House 2 Peel Cross Road Salford M5 4DT,0.09,not-owned-by-a-public-authority,permissioned,0.8509862809258051,0.6599875156054931,0.9649934787463404,0.8253224250925463
H/PTC/041,H/PTC/041,Cherry Tree Court Kiwi Street Salford M6 5AP,0.35,not-owned-by-a-public-authority,permissioned,0.7122843124786488,0.5833333333333334,0.9413318635126349,0.745649836441539
H/QYS/008,H/QYS/008,Land to the south of King William Street,0.34,mixed-ownership,permissioned,0.9513706345200139,0.75,0.8564305716222017,0.8526004020474053
H/QYS/011,H/QYS/011,"Land adjacent to the River Irwell, Derwent Street, Salford",0.28,not-owned-by-a-public-authority,permissioned,0.9970823161646617,0.7154255319148937,0.8727880966354763,0.8617653149050106
H/QYS/018,H/QYS/018,Navigation House 1 Furness Quay Salford M50 3XZ,0.49,not-owned-by-a-public-authority,permissioned,0.9817402702959434,0.6470849176172371,0.9393304500774451,0.8560518793302085
H/QYS/024,H/QYS/024,"319 and 321 Ordsall Lane, Salford, M5 3HP",1.15,not-owned-by-a-public-authority,permissioned,0.9934679927424467,0.5833333333333334,0.8525910818962045,0.8097974693239949
H/QYS/028,H/QYS/028,Downtown Woden Street Salford M5 4UU,0.02,not-owned-by-a-public-authority,permissioned,0.9968964388038054,0.6598258706467663,0.9082581485690878,0.8549934860065531
H/SPA/019,H/SPA/019,"12 Worsley Road, Swinton, M27 5WW",0.09,not-owned-by-a-public-authority,permissioned,0.6262523319575409,0.5833333333333334,0.8932490188657117,0.700944894718862
H/SWA/011,H/SWA/011,15 Stevenson Road Swinton M27 0PU,0.03,not-owned-by-a-public-authority,permissioned,0.5643742933034154,0.5833333333333334,0.8853359436548849,0.6776811900972112
H/SWA/017,H/SWA/017,465 Chorley Road Swinton M27 9RH,0.04,not-owned-by-a-public-authority,permissioned,0.5890113770019001,0.5833333333333334,0.9207866534749765,0.6977104546034033
H/SWA/018,H/SWA/018,734 Bolton Road Pendlebury Swinton M27 6EW,0.01,not-owned-by-a-public-authority,permissioned,0.747231426139228,0.5833333333333334,0.9661576574925195,0.7655741389883604
H/SWA/024,H/SWA/024,113 Chorley Road Swinton M27 4AA,0.02,not-owned-by-a-public-authority,permissioned,0.5833114985812896,0.5833333333333334,0.940985080157354,0.7025433040239925
H/SWA/025,H/SWA/025,113 Partington Lane Swinton M27 0NS,0.01,not-owned-by-a-public-authority,permissioned,0.6563631699847351,0.5833333333333334,0.8747281773191884,0.7048082268790856
H/SWA/026,H/SWA/026,46 Wesley Street Swinton M27 6AD,0.07,not-owned-by-a-public-authority,permissioned,0.6004306851383538,0.5833333333333334,0.9397741134741544,0.7078460439819473
H/SWA/029,H/SWA/029,365 Chorley Road Swinton M27 6AY,0.01,not-owned-by-a-public-authority,permissioned,0.5947678739518258,0.5833333333333334,0.9234510914130466,0.7005174328994018
H/SWA/030,H/SWA/030,Sterling House 692 Bolton Road Swinton M27 6EL,0.01,not-owned-by-a-public-authority,permissioned,0.7426343175700364,0.5833333333333334,0.9079841268713648,0.7446505925915782
H/SWA/031,H/SWA/031,417 Chorley Road Swinton M27 9UQ,0.01,not-owned-by-a-public-authority,permissioned,0.5945330738650894,0.5833333333333334,0.9458913299144587,0.7079192457042938
H/WNO/032,H/WNO/032,31-33 Wingate Road Little Hulton Worsley M38 9PP,0.03,owned-by-a-public-authority,permissioned,0.5338098838919488,0.5833333333333334,0.9280099965691689,0.6817177379314837
H/WSE/001,H/WSE/001,"621 Eccles New Road, Salford, M50",0.34,not-owned-by-a-public-authority,permissioned,0.8969867912271127,0.5833333333333334,0.9606745831096342,0.8136649025566934
H/WSE/010,H/WSE/010,19 Seedley Road Salford M6 5WN,0.05,not-owned-by-a-public-authority,permissioned,0.6826094054535833,0.5886815920398009,0.9097350298793259,0.7270086757909033
H/WSE/028,H/WSE/028,8-10 Glendore Salford M5 5EY,0.02,not-owned-by-a-public-authority,permissioned,0.8533293124160323,0.5833333333333334,0.8591372882750061,0.7652666446747906
H/WSE/030,H/WSE/030,485 Liverpool Street Salford M6 5QQ,0.01,not-owned-by-a-public-authority,permissioned,0.7670042274748056,0.75,0.942457960891971,0.8198207294555923
H/WSO/018,H/WSO/018,Land Adjacent To The Ellesmere Walkden Road Worsley M28 7BQ,0.11,not-owned-by-a-public-authority,permissioned,0.7881501699592773,0.5833333333333334,0.9274593238219053,0.7663142757048386
H/WSO/022,H/WSO/022,"31 Memorial Road, Worsley, M28 3AG",0.01,not-owned-by-a-public-authority,permissioned,0.7327490652263661,0.5833333333333334,0.8948917777979288,0.7369913921192094
H/WSO/023,H/WSO/023,"15 Westminster Road, Worsley, M28 3AW",0.01,not-owned-by-a-public-authority,permissioned,0.7394588112938453,0.5833333333333334,0.9565330703476055,0.7597750716582614
H/WSO/024,H/WSO/024,"Old Co Op Buildings, High Street, Worsley, M28 3JE",0.16,not-owned-by-a-public-authority,permissioned,0.6905142916282384,0.693734335839599,0.9592867194491077,0.781178448972315
H/WSO/027,H/WSO/027,2 Walter Street Worsley M28 3ZG,0.02,not-owned-by-a-public-authority,permissioned,0.7091768210959148,0.5962512664640324,0.9372261843773011,0.7475514239790829
H/WSO/028,H/WSO/028,50 Bridgewater Road Worsley M28 3AE,0.01,not-owned-by-a-public-authority,permissioned,0.7172426895647237,0.75,0.9332355652048381,0.8001594182565205
H/WSO/029,H/WSO/029,184 Walkden Road Worsley M28 7FQ,0.02,not-owned-by-a-public-authority,permissioned,0.8205008683148827,0.5833333333333334,0.9673512657342501,0.7903951557941554
